# stem	class	alternations	source	provenance	target	verdict	impact	forms	blast_radius	evidence	examples
#
# CANDIDATES, NOT ENTRIES. Proposed loan stems mined from Wikidata labels by
# scripts/mine_wikidata_labels.py. Nothing here is applied: the stem inventory is what
# holds the false-positive rate at zero, and it stays hand-reviewed.
#
# Wikidata labels are aligned by construction — one item, a `be` label and a
# `be-tarask` label — so there is no sentence alignment and no similarity threshold
# here, and no bias from either. Wikidata is CC0.
#
# Only differences that are IN SCOPE (differ solely by modelled alternations) and that
# need a stem (l, i, e, g, eu — not bare softness) become candidates.
#
# verdict       what 17M tokens of genuine be-tarask say about the blast radius:
#                 supported  Taraškievica writes the converted form and not the original
#                 refuted    it writes the ORIGINAL — the stem would corrupt real words
#                 unknown    too rare there to say; read the blast radius yourself
#               Weak evidence, treated as weak: an unconverted form on be-tarask looks
#               exactly like a refutation, so `unknown` rejects nothing.
# impact        tokens in data/corpora/frequency_be.tsv this stem would resolve
# forms         how many distinct forms it matches there
# blast_radius  the most frequent of those forms. THIS IS THE REVIEW COLUMN: longest
#               match only protects against a false friend when a native guard already
#               exists, so if a listed form is ordinary Belarusian vocabulary, add the
#               guard in the same pass. A ! marks forms the converter currently leaves
#               alone — those are what would start changing.
# evidence      the counts behind the verdict, so it can be checked rather than believed.
#
# Sorted by verdict, then impact. NOT by impact alone: a short stem matching native
# vocabulary has the largest blast radius by construction, so impact order puts the
# most destructive candidates at the top — `бел` from Бела → Бэла scores 454,828, and
# all of it is беларускі, беларусь, Беларусі. Supported first means the top of this
# file is work worth doing.
ветэрынары	loan	e	Wikidata Q170201	derived	вэтэрынары	supported	270	1	!ветэрынарыі(270)	вэтэрынарыі=49 vs ветэрынарыі=0	ветэрынарыя→вэтэрынарыя
карлсруэ	loan	l	Wikidata Q1040,Q105853	derived	карльсруэ	supported	265	1	!карлсруэ(265)	карльсруэ=59 vs карлсруэ=0	Карлсруэ→Карльсруэ Карлсруэ→Карльсруэ
даменік	loan	e	Wikidata Q167837,Q336806	derived	дамэнік	supported	264	1	!даменіка(264)	дамэніка=43 vs даменіка=0	Даменіка→Дамэніка Даменіка→Дамэніка Даменіка→Дамэніка
жалезабетон	loan	e	Wikidata Q184190	derived	жалезабэтон	supported	255	1	!жалезабетонных(255)	жалезабэтонных=70 vs жалезабетонных=0	жалезабетон→жалезабэтон
жазеф	loan	e	Wikidata Q7726,Q557043	derived	жазэф	supported	250	1	!жазеф(250)	жазэф=67 vs жазеф=0	Жазеф→Жазэф Жазеф→Жазэф Жазеф→Жазэф Жазеф→Жазэф
лорэнц	loan	l	Wikidata Q41688,Q78496	derived	лёрэнц	supported	248	1	!лорэнца(248)	лёрэнца=29 vs лорэнца=0	Лорэнц→Лёрэнц Лорэнц→Лёрэнц
энергетычных	loan	e	Wikidata Q4330438	derived	энэргетычных	supported	245	1	!энергетычных(245)	энэргетычных=85 vs энергетычных=0	энергетычных→энэргетычных
нерон	loan	e	Wikidata Q1570519	derived	нэрон	supported	242	1	!нерона(242)	нэрона=41 vs нерона=0	Нерона→Нэрона
манетн	loan	e	Wikidata Q613420	derived	манэтн	supported	239	1	!манетны(239)	манэтны=49 vs манетны=0	манетны→манэтны
вебер	loan	e	Wikidata Q170804	derived	вэбэр	supported	238	1	!вебер(238)	вэбэр=57 vs вебер=0	вебер→вэбэр
венгер	loan	e	Wikidata Q47576	derived	вэнгер	unknown	3854	7	!венгерскай(931) !венгерскі(836) !венгерскага(746) !венгерская(503) !венгерскіх(294) !венгерскія(278)	-	Венгер→Вэнгер
васільевіч	loan	l	Wikidata Q953979,Q1163079	derived	васілевіч	unknown	1597	1	!васільевіч(1597)	-	Васільевіч→Васілевіч Васільевіч→Васілевіч
давід	loan	i	Wikidata Q37610,Q70567	derived	давыд	unknown	1317	2	!давід(788) !давіда(529)	-	Давід→Давыд Давід→Давыд Давід→Давыд
фларэнцы	loan	l	Wikidata Q1378371	derived	флярэнці	unknown	1233	2	!фларэнцыі(859) !фларэнцыя(374)	-	Фларэнцы→Флярэнці
луіз	loan	l	Wikidata Q159409,Q432760	derived	люіз	unknown	802	2	!луіза(510) !луізы(292)	-	Луіза→Люіза Луіза→Люіза Луіза→Люіза Луіза→Люіза
абел	loan	e,l	Wikidata Q42188,Q57502	derived	абэль	unknown	663	1	!абеліск(663)	-	Абел→Абэль Абела→Абэла
луіс	loan	l	Wikidata Q356808,Q7981	derived	люіс	unknown	471	1	!луіс(471)	-	Луіс→Люіс Луіс→Люіс Луіс→Люіс Луіс→Люіс
карлас	loan	l	Wikidata Q85518537,Q349162	derived	карляс	unknown	358	1	!карлас(358)	-	Карлас→Карляс Карлас→Карляс Карлас→Карляс Карлас→Карляс
андрамед	loan	e	Wikidata Q9256	derived	андрамэд	unknown	332	1	!андрамеда(332)	-	Андрамеда→Андрамэда
камерун	loan	e	Wikidata Q1009	derived	камэрун	unknown	331	1	!камеруна(331)	-	Камерун→Камэрун
скала	loan	l	Wikidata Q5471	derived	скаля	unknown	318	1	!скала(318)	-	Скала→Скаля
канфесі	loan	e	Wikidata Q13414953	derived	канфэсі	unknown	305	1	!канфесій(305)	-	канфесія→канфэсія
шарлот	loan	l	Wikidata Q2660138	derived	шарлёт	unknown	303	1	!шарлота(303)	-	Шарлоты→Шарлёты
емен	loan	e	Wikidata Q19686631,Q805	derived	емэн	unknown	291	1	!емена(291)	-	Емене→Емэне Емен→Емэн
лукас	loan	l	Wikidata Q436230,Q5981954	derived	люкас	unknown	273	1	лукас(273)	-	Лукас→Люкас Лукас→Люкас Лукас→Люкас Лукас→Люкас
максвел	loan	e	Wikidata Q43293	derived	максвэл	unknown	264	1	максвела(264)	-	Максвел→Максвэл
аагенез	loan	e	Wikidata Q507032	derived	аагенэз	unknown	0	0	-	-	Аагенез→аагенэз
абель	loan	e	Wikidata Q318375,Q224167	derived	абэль	unknown	0	0	-	-	Абель→Абэль Абель→Абэль Абель→Абэль Абель→Абэль
абенсберг	loan	e	Wikidata Q255698	derived	абэнсбэрг	unknown	0	0	-	-	Абенсберг→Абэнсбэрг
абер	loan	e	Wikidata Q157672	derived	абэр	unknown	0	0	-	-	Абер→Абэр
абердарск	loan	e	Wikidata Q319371	derived	абэрдарск	unknown	0	0	-	-	Абердарскі→Абэрдарскі
аблаўт	loan	l	Wikidata Q5125709	derived	абляўт	unknown	0	0	-	-	Аблаўт→Абляўт
абсент	loan	e	Wikidata Q170210	derived	абсэнт	unknown	0	0	-	-	Абсент→абсэнт
абсідыян	loan	i	Wikidata Q53754	derived	абсыдыян	unknown	0	0	-	-	Абсідыян→абсыдыян
авалон	loan	l	Wikidata Q216901	derived	авалён	unknown	0	0	-	-	Авалон→Авалён
аванес	loan	e	Wikidata Q1399327,Q13054964	derived	аванэс	unknown	0	0	-	-	Аванес→Аванэс Аванеса→Аванэса
авейр	loan	e	Wikidata Q485581	derived	авэйр	unknown	0	0	-	-	Авейру→Авэйру
авелін	loan	e	Wikidata Q13433	derived	авэлін	unknown	0	0	-	-	Авеліна→Авэліна
авеноль	loan	e	Wikidata Q557043	derived	авэноль	unknown	0	0	-	-	Авеноль→Авэноль
авенід	loan	e	Wikidata Q41068	derived	авэнід	unknown	0	0	-	-	Авеніда→Авэніда
авернь	loan	e	Wikidata Q24082791	derived	авэрнь	unknown	0	0	-	-	Авернь→Авэрнь
аверс	loan	e	Wikidata Q257418	derived	авэрс	unknown	0	0	-	-	аверс→авэрс
аверэйсел	loan	e	Wikidata Q773	derived	авэрэйсэл	unknown	0	0	-	-	Аверэйсел→Авэрэйсэл
авестыйска	loan	e	Wikidata Q29572	derived	авэстыйска	unknown	0	0	-	-	авестыйская→авэстыйская
аветык	loan	e	Wikidata Q254988	derived	авэтык	unknown	0	0	-	-	Аветык→Авэтык
авіла	loan	l	Wikidata Q15688	derived	авіля	unknown	0	0	-	-	Авіла→Авіля
аганес	loan	e	Wikidata Q923247	derived	аганэс	unknown	0	0	-	-	Аганес→Аганэс
аганесон	loan	e	Wikidata Q1307	derived	аганэсон	unknown	0	0	-	-	аганесон→аганэсон
агілар	loan	l	Wikidata Q318416	derived	агіляр	unknown	0	0	-	-	Агілар→Агіляр
адвент	loan	e	Wikidata Q83012	derived	адвэнт	unknown	0	0	-	-	адвент→адвэнт
адыс-абеб	loan	e	Wikidata Q3624	derived	адыс-абэб	unknown	0	0	-	-	Адыс-Абеба→Адыс-Абэба
адысей	loan	e	Wikidata Q47231	derived	адысэй	unknown	0	0	-	-	Адысей→Адысэй
адысеяс	loan	e	Wikidata Q160478	derived	адысэяс	unknown	0	0	-	-	Адысеяс→Адысэяс
адэкалон	loan	l	Wikidata Q2863	derived	адэкалён	unknown	0	0	-	-	адэкалон→адэкалён
адэльберт	loan	e	Wikidata Q154782	derived	адэльбэрт	unknown	0	0	-	-	Адэльберт→Адэльбэрт
азербайджанск	loan	e	Wikidata Q2072655,Q186413	derived	азэрбайджанск	unknown	0	0	-	-	Азербайджанскі→Азэрбайджанскі Азербайджанскі→Азэрбайджанскі азербайджанскі→Азэрбайджанскі Азербайджанскі→Азэрбайджанскі
азербайджанска	loan	e	Wikidata Q131337,Q1996684	derived	азэрбайджанска	unknown	0	0	-	-	Азербайджанская→Азэрбайджанская азербайджанская→Азэрбайджанская азербайджанская→азэрбайджанская Азербайджанская→Азэрбайджанская
азербайджанскай	loan	e	Wikidata Q1047973,Q1060556	derived	азэрбайджанскай	unknown	0	0	-	-	Азербайджанскай→Азэрбайджанскай Азербайджанскай→Азэрбайджанскай
азербайджанц	loan	e	Wikidata Q482942	derived	азэрбайджанц	unknown	0	0	-	-	Азербайджанцы→азэрбайджанцы
азіз	loan	i	Wikidata Q57298,Q57308	derived	азыз	unknown	0	0	-	-	Азіз→Азыз Азіз→Азыз
ай-петр	loan	e	Wikidata Q1517833	derived	ай-пэтр	unknown	0	0	-	-	Ай-Петры→Ай-Пэтры
айзенах	loan	e	Wikidata Q7070	derived	айзэнах	unknown	0	0	-	-	Айзенах→Айзэнах
айзенгютэнштат	loan	e	Wikidata Q16106	derived	айзэнгютэнштат	unknown	0	0	-	-	Айзенгютэнштат→Айзэнгютэнштат
айзенштат	loan	e	Wikidata Q126321	derived	айзэнштат	unknown	0	0	-	-	Айзенштат→Айзэнштат
айсберг	loan	e	Wikidata Q47568	derived	айсбэрг	unknown	0	0	-	-	айсберг→айсбэрг
акведук	loan	e	Wikidata Q474	derived	аквэдук	unknown	0	0	-	-	Акведук→Аквэдук
аквілан	loan	l	Wikidata Q191151	derived	аквілян	unknown	0	0	-	-	Аквілані→Аквіляні
акжэтпес	loan	e	Wikidata Q931971	derived	акжэтпэс	unknown	0	0	-	-	Акжэтпес→Акжэтпэс
аксалотль	loan	l	Wikidata Q22718	derived	аксалётль	unknown	0	0	-	-	Аксалотль→Аксалётль
аксел	loan	e	Wikidata Q170068	derived	аксэл	unknown	0	0	-	-	Акселі→Аксэлі
аксель	loan	e	Wikidata Q151838	derived	аксэль	unknown	0	0	-	-	Аксель→Аксэль
аксельрод	loan	e	Wikidata Q206788,Q4059882	derived	аксэльрод	unknown	0	0	-	-	Аксельрод→Аксэльрод Аксельрод→Аксэльрод
аксітанска	loan	i	Wikidata Q595628,Q14185	derived	аксытанска	unknown	0	0	-	-	Аксітанская→Аксытанская аксітанская→аксытанская
аксітані	loan	i	Wikidata Q104285,Q18678265	derived	аксытані	unknown	0	0	-	-	Аксітанія→Аксытанія Аксітанія→Аксытанія
аксітацын	loan	i	Wikidata Q169960	derived	аксытацын	unknown	0	0	-	-	аксітацын→Аксытацын
алаб	loan	l	Wikidata Q31981	derived	аляб	unknown	0	0	-	-	Алаба→Аляба
алафон	loan	l	Wikidata Q146863	derived	аляфон	unknown	0	0	-	-	алафон→аляфон
албаналагічных	loan	l	Wikidata Q2603847	derived	альбаналягічных	unknown	0	0	-	-	албаналагічных→альбаналягічных
албанск	loan	l	Wikidata Q294355	derived	альбанск	unknown	0	0	-	-	Албанскі→Альбанскі
албанска	loan	l	Wikidata Q208533,Q1199173	derived	альбанска	unknown	0	0	-	-	Албанская→Альбанская албанская→Альбанская албанская→альбанская Албанская→Альбанская
албанскай	loan	l	Wikidata Q181037	derived	альбанскай	unknown	0	0	-	-	албанскай→альбанскай
албанц	loan	l	Wikidata Q179248,Q1581447	derived	альбанц	unknown	0	0	-	-	албанцы→альбанцы Албанцы→Альбанцы
албін	loan	l	Wikidata Q261679	derived	альбін	unknown	0	0	-	-	Албін→Альбін
алвеш	loan	e	Wikidata Q193000	derived	алвэш	unknown	0	0	-	-	Алвеш→Алвэш
алгебраічна	loan	l	Wikidata Q180969	derived	альгебраічна	unknown	0	0	-	-	алгебраічная→альгебраічная
алерт	loan	e	Wikidata Q501744	derived	алэрт	unknown	0	0	-	-	Алерт→Алэрт
алжырск	loan	l	Wikidata Q840762,Q199674	derived	альжырск	unknown	0	0	-	-	Алжырскі→альжырскі алжырскі→альжырскі
алкагалізм	loan	l	Wikidata Q15326	derived	алькагалізм	unknown	0	0	-	-	алкагалізм→алькагалізм
алкен	loan	l	Wikidata Q81406	derived	алькен	unknown	0	0	-	-	Алкены→алькены
алкіл	loan	l	Wikidata Q335268	derived	алькіл	unknown	0	0	-	-	алкіл→алькіл
алкін	loan	l	Wikidata Q159226	derived	алькін	unknown	0	0	-	-	алкіны→алькіны
алмазбек	loan	e	Wikidata Q24692	derived	алмазбэк	unknown	0	0	-	-	Алмазбек→Алмазбэк
алмерэ	loan	e,l	Wikidata Q83178	derived	альмэрэ	unknown	0	0	-	-	Алмерэ→Альмэрэ
алойз	loan	l	Wikidata Q9148929	derived	алёйз	unknown	0	0	-	-	Алойзы→Алёйзы
алоіс	loan	l	Wikidata Q15434505	derived	алёіс	unknown	0	0	-	-	Алоіс→Алёіс
алхімаўк	loan	l	Wikidata Q3917605	derived	альхімаўк	unknown	0	0	-	-	Алхімаўка→Альхімаўка
алхімі	loan	l	Wikidata Q39689	derived	альхімі	unknown	0	0	-	-	алхімія→альхімія
альбасетэ	loan	e	Wikidata Q15095,Q576285	derived	альбасэтэ	unknown	0	0	-	-	Альбасетэ→Альбасэтэ Альбасетэ→Альбасэтэ
альбервіль	loan	e	Wikidata Q159469	derived	альбэрвіль	unknown	0	0	-	-	Альбервіль→Альбэрвіль
альбертс	loan	e,l	Wikidata Q382253	derived	албэртс	unknown	0	0	-	-	Альбертс→Албэртс
альберц	loan	e	Wikidata Q182046	derived	альбэрц	unknown	0	0	-	-	Альберці→Альбэрці
альбукерк	loan	l	Wikidata Q34804	derived	албукерк	unknown	0	0	-	-	Альбукерке→Албукерке
альвенслебен	loan	e	Wikidata Q448675	derived	альвэнслебэн	unknown	0	0	-	-	Альвенслебена→Альвэнслебэна
альзет	loan	e	Wikidata Q450722	derived	альзэт	unknown	0	0	-	-	Альзет→Альзэт
алькавер	loan	e	Wikidata Q980768	derived	алькавэр	unknown	0	0	-	-	Алькавер→Алькавэр
алькала-дэ-энарэс	loan	l	Wikidata Q46940	derived	алькаля-дэ-энарэс	unknown	0	0	-	-	Алькала-дэ-Энарэс→Алькаля-дэ-Энарэс
алькмунд	loan	l	Wikidata Q362867	derived	алкмунд	unknown	0	0	-	-	Алькмунд→Алкмунд
альмеры	loan	e	Wikidata Q10400,Q10407	derived	альмэры	unknown	0	0	-	-	Альмерыя→Альмэрыя Альмерыя→Альмэрыя
альтдорфер	loan	e	Wikidata Q153746	derived	альтдорфэр	unknown	0	0	-	-	Альтдорфер→Альтдорфэр
альтэнкірхен	loan	e	Wikidata Q488373	derived	альтэнкірхэн	unknown	0	0	-	-	Альтэнкірхен→Альтэнкірхэн
альфтанес	loan	e	Wikidata Q139045	derived	альфтанэс	unknown	0	0	-	-	Альфтанес→Альфтанэс
алівейр	loan	e	Wikidata Q151394,Q326476	derived	алівэйр	unknown	0	0	-	-	Алівейра→Алівэйра Алівейра→Алівэйра
амберг	loan	e	Wikidata Q7042	derived	амбэрг	unknown	0	0	-	-	Амберг→Амбэрг
амегавік	loan	e	Wikidata Q154436	derived	амэгавік	unknown	0	0	-	-	АмегаВікі→АмэгаВікі
амедэ	loan	e	Wikidata Q43476	derived	амэдэ	unknown	0	0	-	-	Амедэо→Амэдэо
амелі	loan	e	Wikidata Q11685622	derived	амэлі	unknown	0	0	-	-	Амелія→Амэлія
аменабар	loan	e	Wikidata Q274070	derived	амэнабар	unknown	0	0	-	-	Аменабар→Амэнабар
аменсалізм	loan	e	Wikidata Q462809	derived	амэнсалізм	unknown	0	0	-	-	аменсалізм→амэнсалізм
амерыг	loan	e	Wikidata Q47674	derived	амэрыг	unknown	0	0	-	-	Амерыга→Амэрыга
аметрын	loan	e	Wikidata Q429774	derived	амэтрын	unknown	0	0	-	-	аметрын→Амэтрын
аметыст	loan	e	Wikidata Q79058	derived	амэтыст	unknown	0	0	-	-	Аметыст→Амэтыст
ампер	loan	e	Wikidata Q25272,Q380824	derived	ампэр	unknown	0	0	-	-	ампер→ампэр Ампер→Ампэр
ампер-гадзін	loan	e	Wikidata Q212120	derived	ампэр-гадзін	unknown	0	0	-	-	ампер-гадзіна→ампэр-гадзіна
амплу	loan	l	Wikidata Q16830339	derived	амплю	unknown	0	0	-	-	амплуа→амплюа
амфізбен	loan	e	Wikidata Q467382	derived	амфізбэн	unknown	0	0	-	-	Амфізбены→Амфізбэны
амілоз	loan	l	Wikidata Q207466	derived	амілёз	unknown	0	0	-	-	Амілоза→Амілёза
анаксімен	loan	e,i	Wikidata Q80612	derived	анаксымэн	unknown	0	0	-	-	Анаксімен→Анаксымэн
анамасіялогі	loan	i,l	Wikidata Q1129340	derived	анамасыялёгі	unknown	0	0	-	-	Анамасіялогія→Анамасыялёгія
анапест	loan	e	Wikidata Q465509	derived	анапэст	unknown	0	0	-	-	Анапест→Анапэст
англад	loan	l	Wikidata Q459343	derived	англяд	unknown	0	0	-	-	Англада→Англяда
андэрсен	loan	e	Wikidata Q5673	derived	андэрсэн	unknown	0	0	-	-	Андэрсен→Андэрсэн
анекдот	loan	e	Wikidata Q2374151	derived	анэкдот	unknown	0	0	-	-	анекдот→анэкдот
анексі	loan	e	Wikidata Q194465	derived	анэксі	unknown	0	0	-	-	анексія→анэксія
анестэзі	loan	e	Wikidata Q131130	derived	анэстэзі	unknown	0	0	-	-	анестэзія→анэстэзія
анетэ	loan	e	Wikidata Q566722	derived	анэтэ	unknown	0	0	-	-	Анетэ→Анэтэ
анеўрызм	loan	e	Wikidata Q189389	derived	анэўрызм	unknown	0	0	-	-	анеўрызма→анэўрызма
анклам	loan	l	Wikidata Q488513	derived	анклям	unknown	0	0	-	-	Анклам→Анклям
анклаў	loan	l	Wikidata Q171441	derived	анкляў	unknown	0	0	-	-	анклаў→анкляў
антанізберг	loan	e	Wikidata Q6463930	derived	антанізбэрг	unknown	0	0	-	-	Антанізберг→Антанізбэрг
антверпен	loan	e	Wikidata Q12892,Q732002	derived	антвэрпэн	unknown	0	0	-	-	Антверпен→Антвэрпэн Антверпен→Антвэрпэн
антуанет	loan	e	Wikidata Q2279661	derived	антуанэт	unknown	0	0	-	-	Антуанета→Антуанэта
антыкамер	loan	e	Wikidata Q3919519	derived	антыкамэр	unknown	0	0	-	-	Антыкамера→антыкамэра
антыперспірант	loan	e	Wikidata Q1423889	derived	антыпэрсьпірант	unknown	0	0	-	-	Антыперспірант→антыпэрсьпірант
антысемітызм	loan	e	Wikidata Q22649	derived	антысэмітызм	unknown	0	0	-	-	антысемітызм→антысэмітызм
антысербскі	loan	e	Wikidata Q15285397	derived	антысэрбскі	unknown	0	0	-	-	Антысербскія→Антысэрбскія
антыцыклон	loan	l	Wikidata Q177414	derived	антыцыклён	unknown	0	0	-	-	антыцыклон→антыцыклён
анфілад	loan	l	Wikidata Q1341702	derived	анфіляд	unknown	0	0	-	-	Анфілада→анфіляда
анхела	loan	e,l	Wikidata Q25536435	derived	анхэля	unknown	0	0	-	-	Анхела→Анхэля
анхель	loan	e	Wikidata Q2628231,Q251683	derived	анхэль	unknown	0	0	-	-	Анхель→Анхэль Анхель→Анхэль
апалоні	loan	l	Wikidata Q97213724	derived	апалёні	unknown	0	0	-	-	Апалонія→Апалёнія
апалінер	loan	e	Wikidata Q133855	derived	апалінэр	unknown	0	0	-	-	Апалінер→Апалінэр
апель	loan	e	Wikidata Q152793	derived	апэль	unknown	0	0	-	-	Апель→Апэль
апельсін	loan	e	Wikidata Q3355098	derived	апэльсін	unknown	0	0	-	-	Апельсін→апэльсін
апендыкуляры	loan	e	Wikidata Q28960	derived	апэндыкуляры	unknown	0	0	-	-	Апендыкулярыі→Апэндыкулярыі
апендыцыт	loan	e	Wikidata Q121041	derived	апэндыцыт	unknown	0	0	-	-	Апендыцыт→апэндыцыт
апенінск	loan	e	Wikidata Q145694	derived	апэнінск	unknown	0	0	-	-	Апенінскі→Апэнінскі
аперанд	loan	e	Wikidata Q719375	derived	апэранд	unknown	0	0	-	-	аперанд→апэранд
аператыўна-аналітычн	loan	e	Wikidata Q4335188	derived	апэратыўна-аналітычн	unknown	0	0	-	-	Аператыўна-аналітычны→Апэратыўна-аналітычны
аперытыў	loan	e	Wikidata Q192150	derived	апэрытыў	unknown	0	0	-	-	аперытыў→апэрытыў
апетыт	loan	e	Wikidata Q28578	derived	апэтыт	unknown	0	0	-	-	Апетыт→апэтыт
арамейскі	loan	e	Wikidata Q28602	derived	арамэйскі	unknown	0	0	-	-	арамейскія→арамэйскія
арбело	loan	e,l	Wikidata Q250901	derived	арбэлё	unknown	0	0	-	-	Арбелоа→Арбэлёа
арвен	loan	e	Wikidata Q206018	derived	арвэн	unknown	0	0	-	-	Арвен→Арвэн
аркнейскі	loan	e	Wikidata Q100166	derived	аркнэйскі	unknown	0	0	-	-	Аркнейскія→Аркнэйскія
арнем	loan	e	Wikidata Q1310	derived	арнэм	unknown	0	0	-	-	Арнем→Арнэм
арсіт	loan	i	Wikidata Q632801	derived	арсыт	unknown	0	0	-	-	Арсіт→Арсыт
артаклаз	loan	l	Wikidata Q21813710	derived	артакляз	unknown	0	0	-	-	артаклаз→артакляз
арфей	loan	e	Wikidata Q174353	derived	арфэй	unknown	0	0	-	-	Арфей→Арфэй
архей	loan	e	Wikidata Q423258	derived	архэй	unknown	0	0	-	-	Архей→Архэй
архілох	loan	l	Wikidata Q201323	derived	архілёх	unknown	0	0	-	-	Архілох→Архілёх
архімед	loan	e	Wikidata Q8739	derived	архімэд	unknown	0	0	-	-	Архімед→Архімэд
арыберт	loan	e	Wikidata Q154373	derived	арыбэрт	unknown	0	0	-	-	Арыберт→Арыбэрт
арэндал	loan	l	Wikidata Q57919	derived	арэндаль	unknown	0	0	-	-	Арэндал→Арэндаль
ар’еплуг	loan	l	Wikidata Q671330,Q493855	derived	ар’еплюг	unknown	0	0	-	-	Ар’еплуг→Ар’еплюг Ар’еплуг→Ар’еплюг
асебес	loan	e	Wikidata Q2628231	derived	асэбэс	unknown	0	0	-	-	Асебес→Асэбэс
асексуальнасць	loan	e	Wikidata Q724351	derived	асэксуальнасьць	unknown	0	0	-	-	асексуальнасць→асэксуальнасьць
асенаўград	loan	e	Wikidata Q191871	derived	асэнаўград	unknown	0	0	-	-	Асенаўград→Асэнаўград
асер	loan	e	Wikidata Q167600,Q182876	derived	асэр	unknown	0	0	-	-	Асер→Асэр Асер→Асэр
аспермі	loan	e	Wikidata Q736599	derived	аспэрмі	unknown	0	0	-	-	Аспермія→аспэрмія
астраметры	loan	e	Wikidata Q181505	derived	астрамэтры	unknown	0	0	-	-	Астраметрыя→астрамэтрыя
астрафізічна	loan	i	Wikidata Q1018734	derived	астрафізычна	unknown	0	0	-	-	астрафізічная→астрафізычная
астэнасфер	loan	e	Wikidata Q166257	derived	астэнасфэр	unknown	0	0	-	-	астэнасфера→астэнасфэра
асцылограф	loan	l	Wikidata Q174320	derived	асцылёграф	unknown	0	0	-	-	асцылограф→асцылёграф
асіры	loan	i	Wikidata Q41137	derived	асыры	unknown	0	0	-	-	Асірыя→Асырыя
асірыйска	loan	i	Wikidata Q203179	derived	асырыйска	unknown	0	0	-	-	Асірыйская→Асырыйская
асірыйц	loan	i	Wikidata Q377085	derived	асырыйц	unknown	0	0	-	-	асірыйцы→асырыйцы
асірыс	loan	i	Wikidata Q46491	derived	асырыс	unknown	0	0	-	-	Асірыс→Асырыс
аталант	loan	l	Wikidata Q1886	derived	аталянт	unknown	0	0	-	-	Аталанта→Аталянта
атлант-м	loan	l	Wikidata Q4072117	derived	атлянт-м	unknown	0	0	-	-	Атлант-М→Атлянт-М
атлантык	loan	l	Wikidata Q29147	derived	атлянтык	unknown	0	0	-	-	Атлантык→Атлянтык
атмасферн	loan	e	Wikidata Q81809	derived	атмасфэрн	unknown	0	0	-	-	атмасферны→атмасфэрны
атмасферны	loan	e	Wikidata Q25257	derived	атмасфэрны	unknown	0	0	-	-	атмасферныя→атмасфэрныя
афект	loan	e	Wikidata Q159904	derived	афэкт	unknown	0	0	-	-	афект→афэкт
афраамерыканц	loan	e	Wikidata Q49085	derived	афраамэрыканц	unknown	0	0	-	-	афраамерыканцы→афраамэрыканцы
афрыканер	loan	e	Wikidata Q385799	derived	афрыканэр	unknown	0	0	-	-	афрыканеры→Афрыканэры
ахалцыхе	loan	e	Wikidata Q212546	derived	ахалцыхэ	unknown	0	0	-	-	Ахалцыхе→Ахалцыхэ
ахемен	loan	e	Wikidata Q312032,Q561925	derived	ахемэн	unknown	0	0	-	-	Ахемен→Ахемэн Ахемен→Ахемэн
ахеменідаў	loan	e	Wikidata Q389688	derived	ахемэнідаў	unknown	0	0	-	-	Ахеменідаў→Ахемэнідаў
ахмет	loan	e	Wikidata Q58198	derived	ахмэт	unknown	0	0	-	-	Ахмет→Ахмэт
ацэлот	loan	l	Wikidata Q33261	derived	ацэлёт	unknown	0	0	-	-	ацэлот→ацэлёт
ашафенбург	loan	e	Wikidata Q3942	derived	ашафэнбург	unknown	0	0	-	-	Ашафенбург→Ашафэнбург
ашбертан	loan	e	Wikidata Q724934	derived	ашбэртан	unknown	0	0	-	-	Ашбертан→Ашбэртан
ашкелон	loan	l	Wikidata Q263126	derived	ашкелён	unknown	0	0	-	-	Ашкелон→Ашкелён
ашэрслебен	loan	e	Wikidata Q486991	derived	ашэрсьлебэн	unknown	0	0	-	-	Ашэрслебен→Ашэрсьлебэн
аэрафлот	loan	l	Wikidata Q58707	derived	аэрафлёт	unknown	0	0	-	-	Аэрафлот→Аэрафлёт
аўтарамент	loan	e	Wikidata Q4056427	derived	аўтарамэнт	unknown	0	0	-	-	Аўтарамент→Аўтарамэнт
бабет	loan	e	Wikidata Q2403656	derived	бабэт	unknown	0	0	-	-	Бабета→Бабэта
бабынці	loan	i	Wikidata Q1961267	derived	бабінцы	unknown	0	0	-	-	Бабынці→Бабінцы
багемска	loan	e	Wikidata Q27894574	derived	багэмска	unknown	0	0	-	-	Багемская→Багэмская
бад-кісінген	loan	i	Wikidata Q488346	derived	бад-кісынген	unknown	0	0	-	-	Бад-Кісінген→Бад-Кісынген
бад-лібенцэль	loan	e	Wikidata Q522349	derived	бад-лібэнцэль	unknown	0	0	-	-	Бад-Лібенцэль→Бад-Лібэнцэль
бадалон	loan	l	Wikidata Q15468	derived	бадалён	unknown	0	0	-	-	Бадалона→Бадалёна
бадштубер	loan	e	Wikidata Q151278	derived	бадштубэр	unknown	0	0	-	-	Бадштубер→Бадштубэр
бадэн-вюртэмберг	loan	e	Wikidata Q985	derived	бадэн-вюртэмбэрг	unknown	0	0	-	-	Бадэн-Вюртэмберг→Бадэн-Вюртэмбэрг
базель	loan	e	Wikidata Q78,Q189671	derived	базэль	unknown	0	0	-	-	Базель→Базэль Базель→Базэль
базельска	loan	e	Wikidata Q688971,Q688984	derived	базэльска	unknown	0	0	-	-	Базельская→Базэльская Базельская→Базэльская
